1,3.0
2,1000.0
3,1000.0
4,1000.0
5,1000.0
6,1000.0
7,1000.0
8,1000.0
9,1000.0
10,1000.0
11,1000.0
12,198.0
13,139.0
14,171.0
15,171.0
16,89.0
17,95.0
18,92.0
19,90.0
20,1000.0
