1,21.0
2,7.0
3,6.0
4,3.0
5,5.0
6,5.0
7,6.0
8,6.0
9,4.0
10,3.0
11,5.0
12,1882.0
13,1525.0
14,1587.0
15,1651.0
16,1601.0
17,1425.0
18,766.0
19,1488.0
20,0.0
